Date,USD (PM),week,year,month,day
3/8/19,1296.75,5,2019,3,8
3/11/19,1292.75,1,2019,3,11
3/12/19,1297.05,2,2019,3,12
3/13/19,1306.95,3,2019,3,13
3/14/19,1295.55,4,2019,3,14
3/15/19,1303.5,5,2019,3,15
3/18/19,1305.6,1,2019,3,18
3/19/19,1307.7,2,2019,3,19
3/20/19,1303.7,3,2019,3,20
3/21/19,1309.6,4,2019,3,21
3/22/19,1311.3,5,2019,3,22
3/25/19,1319.55,1,2019,3,25
3/26/19,1316.3,2,2019,3,26
3/27/19,1309.7,3,2019,3,27
3/28/19,1295.15,4,2019,3,28
3/29/19,1295.4,5,2019,3,29
4/1/19,1293.5,1,2019,4,1
4/2/19,1290.3,2,2019,4,2
4/3/19,1290.45,3,2019,4,3
4/4/19,1283.15,4,2019,4,4
4/5/19,1288.45,5,2019,4,5
4/8/19,1300.0,1,2019,4,8
4/9/19,1303.0,2,2019,4,9
4/10/19,1305.45,3,2019,4,10
4/11/19,1298.8,4,2019,4,11
4/12/19,1294.3,5,2019,4,12
4/15/19,1285.65,1,2019,4,15
4/16/19,1276.35,2,2019,4,16
4/17/19,1275.85,3,2019,4,17
4/18/19,1275.7,4,2019,4,18
4/23/19,1269.5,2,2019,4,23
4/24/19,1271.65,3,2019,4,24
4/25/19,1280.8,4,2019,4,25
4/26/19,1284.2,5,2019,4,26
4/29/19,1279.5,1,2019,4,29
4/30/19,1282.3,2,2019,4,30
5/1/19,1283.8,3,2019,5,1
5/2/19,1270.95,4,2019,5,2
5/3/19,1278.55,5,2019,5,3
5/7/19,1281.2,2,2019,5,7
5/8/19,1285.2,3,2019,5,8
5/9/19,1286.1,4,2019,5,9
5/10/19,1287.1,5,2019,5,10
5/13/19,1295.6,1,2019,5,13
5/14/19,1298.4,2,2019,5,14
5/15/19,1299.1,3,2019,5,15
5/16/19,1291.7,4,2019,5,16
5/17/19,1280.8,5,2019,5,17
5/20/19,1276.85,1,2019,5,20
5/21/19,1271.15,2,2019,5,21
5/22/19,1273.8,3,2019,5,22
5/23/19,1283.65,4,2019,5,23
5/24/19,1282.5,5,2019,5,24
5/28/19,1278.3,2,2019,5,28
5/29/19,1281.65,3,2019,5,29
5/30/19,1280.95,4,2019,5,30
5/31/19,1295.55,5,2019,5,31
6/3/19,1317.1,1,2019,6,3
6/4/19,1324.25,2,2019,6,4
6/5/19,1335.05,3,2019,6,5
6/6/19,1335.5,4,2019,6,6
6/7/19,1340.65,5,2019,6,7
6/10/19,1328.6,1,2019,6,10
6/11/19,1324.3,2,2019,6,11
6/12/19,1332.35,3,2019,6,12
6/13/19,1335.9,4,2019,6,13
6/14/19,1351.25,5,2019,6,14
6/17/19,1341.3,1,2019,6,17
6/18/19,1341.35,2,2019,6,18
6/19/19,1344.05,3,2019,6,19
6/20/19,1379.5,4,2019,6,20
6/21/19,1397.15,5,2019,6,21
6/24/19,1405.7,1,2019,6,24
6/25/19,1431.4,2,2019,6,25
6/26/19,1403.95,3,2019,6,26
6/27/19,1402.5,4,2019,6,27
6/28/19,1409.0,5,2019,6,28
7/1/19,1390.1,1,2019,7,1
7/2/19,1391.05,2,2019,7,2
7/3/19,1413.5,3,2019,7,3
7/4/19,1414.9,4,2019,7,4
7/5/19,1388.65,5,2019,7,5
7/8/19,1400.1,1,2019,7,8
7/9/19,1391.55,2,2019,7,9
7/10/19,1408.3,3,2019,7,10
7/11/19,1413.75,4,2019,7,11
7/12/19,1407.6,5,2019,7,12
7/15/19,1412.4,1,2019,7,15
7/16/19,1409.85,2,2019,7,16
7/17/19,1410.35,3,2019,7,17
7/18/19,1417.45,4,2019,7,18
7/19/19,1439.7,5,2019,7,19
7/22/19,1427.75,1,2019,7,22
7/23/19,1425.55,2,2019,7,23
7/24/19,1426.95,3,2019,7,24
7/25/19,1416.1,4,2019,7,25
7/26/19,1420.4,5,2019,7,26
7/29/19,1419.05,1,2019,7,29
7/30/19,1425.9,2,2019,7,30
7/31/19,1427.55,3,2019,7,31
8/1/19,1406.8,4,2019,8,1
8/2/19,1441.75,5,2019,8,2
8/5/19,1465.25,1,2019,8,5
8/6/19,1465.25,2,2019,8,6
8/7/19,1506.05,3,2019,8,7
8/8/19,1495.75,4,2019,8,8
8/9/19,1497.7,5,2019,8,9
8/12/19,1504.7,1,2019,8,12
8/13/19,1498.4,2,2019,8,13
8/14/19,1513.25,3,2019,8,14
8/15/19,1515.65,4,2019,8,15
8/16/19,1515.25,5,2019,8,16
8/19/19,1496.6,1,2019,8,19
8/20/19,1504.55,2,2019,8,20
8/21/19,1503.25,3,2019,8,21
8/22/19,1502.05,4,2019,8,22
8/23/19,1503.8,5,2019,8,23
8/27/19,1532.95,2,2019,8,27
8/28/19,1537.15,3,2019,8,28
8/29/19,1540.2,4,2019,8,29
8/30/19,1528.4,5,2019,8,30
9/2/19,1525.95,1,2019,9,2
9/3/19,1537.85,2,2019,9,3
9/4/19,1546.1,3,2019,9,4
9/5/19,1529.1,4,2019,9,5
9/6/19,1523.7,5,2019,9,6
9/9/19,1509.2,1,2019,9,9
9/10/19,1498.25,2,2019,9,10
9/11/19,1490.65,3,2019,9,11
9/12/19,1515.2,4,2019,9,12
9/13/19,1503.1,5,2019,9,13
9/16/19,1497.2,1,2019,9,16
9/17/19,1502.1,2,2019,9,17
9/18/19,1503.5,3,2019,9,18
9/19/19,1500.7,4,2019,9,19
9/20/19,1501.9,5,2019,9,20
9/23/19,1522.1,1,2019,9,23
9/24/19,1520.65,2,2019,9,24
9/25/19,1528.75,3,2019,9,25
9/26/19,1506.4,4,2019,9,26
9/27/19,1489.9,5,2019,9,27
9/30/19,1485.3,1,2019,9,30
10/1/19,1473.45,2,2019,10,1
10/2/19,1492.6,3,2019,10,2
10/3/19,1517.1,4,2019,10,3
10/4/19,1499.15,5,2019,10,4
10/7/19,1501.25,1,2019,10,7
10/8/19,1505.85,2,2019,10,8
10/9/19,1507.25,3,2019,10,9
10/10/19,1494.8,4,2019,10,10
10/11/19,1479.15,5,2019,10,11
10/14/19,1490.6,1,2019,10,14
10/15/19,1487.8,2,2019,10,15
10/16/19,1485.1,3,2019,10,16
10/17/19,1492.65,4,2019,10,17
10/18/19,1490.0,5,2019,10,18
10/21/19,1491.65,1,2019,10,21
10/22/19,1485.35,2,2019,10,22
10/23/19,1494.45,3,2019,10,23
10/24/19,1496.55,4,2019,10,24
10/25/19,1513.45,5,2019,10,25
10/28/19,1492.4,1,2019,10,28
10/29/19,1486.75,2,2019,10,29
10/30/19,1492.1,3,2019,10,30
10/31/19,1510.95,4,2019,10,31
11/1/19,1508.8,5,2019,11,1
11/4/19,1509.45,1,2019,11,4
11/5/19,1488.95,2,2019,11,5
11/6/19,1486.05,3,2019,11,6
11/7/19,1484.25,4,2019,11,7
11/8/19,1464.15,5,2019,11,8
11/11/19,1458.7,1,2019,11,11
11/12/19,1452.05,2,2019,11,12
11/13/19,1462.9,3,2019,11,13
11/14/19,1466.65,4,2019,11,14
11/15/19,1466.9,5,2019,11,15
11/18/19,1467.65,1,2019,11,18
11/19/19,1468.45,2,2019,11,19
11/20/19,1471.7,3,2019,11,20
11/21/19,1467.05,4,2019,11,21
11/22/19,1464.45,5,2019,11,22
11/25/19,1458.4,1,2019,11,25
11/26/19,1454.65,2,2019,11,26
11/27/19,1454.35,3,2019,11,27
11/28/19,1454.65,4,2019,11,28
11/29/19,1460.15,5,2019,11,29
12/2/19,1461.15,1,2019,12,2
12/3/19,1477.3,2,2019,12,3
12/4/19,1475.1,3,2019,12,4
12/5/19,1475.95,4,2019,12,5
12/6/19,1459.65,5,2019,12,6
12/9/19,1461.7,1,2019,12,9
12/10/19,1464.95,2,2019,12,10
12/11/19,1466.8,3,2019,12,11
12/12/19,1467.8,4,2019,12,12
12/13/19,1466.6,5,2019,12,13
12/16/19,1477.9,1,2019,12,16
12/17/19,1475.8,2,2019,12,17
12/18/19,1474.05,3,2019,12,18
12/19/19,1476.7,4,2019,12,19
12/20/19,1479.0,5,2019,12,20
12/23/19,1482.1,1,2019,12,23
12/24/19,,2,2019,12,24
12/27/19,1511.5,5,2019,12,27
12/30/19,1514.75,1,2019,12,30
12/31/19,,2,2019,12,31
1/2/20,1527.1,4,2020,1,2
1/3/20,1548.75,5,2020,1,3
1/6/20,1573.1,1,2020,1,6
1/7/20,1567.85,2,2020,1,7
1/8/20,1571.95,3,2020,1,8
1/9/20,1550.75,4,2020,1,9
1/10/20,1553.6,5,2020,1,10
1/13/20,1549.9,1,2020,1,13
1/14/20,1545.1,2,2020,1,14
1/15/20,1549.0,3,2020,1,15
1/16/20,1554.55,4,2020,1,16
1/17/20,1557.6,5,2020,1,17
1/20/20,1560.15,1,2020,1,20
1/21/20,1551.3,2,2020,1,21
1/22/20,1556.9,3,2020,1,22
1/23/20,1562.9,4,2020,1,23
1/24/20,1564.3,5,2020,1,24
1/27/20,1580.1,1,2020,1,27
1/28/20,1574.0,2,2020,1,28
1/29/20,1573.45,3,2020,1,29
1/30/20,1578.25,4,2020,1,30
1/31/20,1584.2,5,2020,1,31
2/3/20,1574.75,1,2020,2,3
2/4/20,1558.35,2,2020,2,4
2/5/20,1553.3,3,2020,2,5
2/6/20,1563.3,4,2020,2,6
2/7/20,1572.65,5,2020,2,7
2/10/20,1573.2,1,2020,2,10
2/11/20,1570.5,2,2020,2,11
2/12/20,1563.7,3,2020,2,12
2/13/20,1575.05,4,2020,2,13
2/14/20,1581.4,5,2020,2,14
2/17/20,1580.8,1,2020,2,17
2/18/20,1589.85,2,2020,2,18
2/19/20,1604.2,3,2020,2,19
2/20/20,1619.0,4,2020,2,20
2/21/20,1643.3,5,2020,2,21
2/24/20,1671.65,1,2020,2,24
2/25/20,1650.3,2,2020,2,25
2/26/20,1634.9,3,2020,2,26
2/27/20,1652.0,4,2020,2,27
2/28/20,1609.85,5,2020,2,28
3/2/20,1599.65,1,2020,3,2
3/3/20,1615.5,2,2020,3,3
3/4/20,1641.85,3,2020,3,4
3/5/20,1659.6,4,2020,3,5
3/6/20,1683.65,5,2020,3,6
3/9/20,1672.5,1,2020,3,9
3/10/20,1655.7,2,2020,3,10
3/11/20,1653.75,3,2020,3,11
3/12/20,1570.7,4,2020,3,12
3/13/20,1562.8,5,2020,3,13
3/16/20,1487.7,1,2020,3,16
3/17/20,1536.2,2,2020,3,17
3/18/20,1498.2,3,2020,3,18
3/19/20,1474.25,4,2020,3,19
3/20/20,1494.4,5,2020,3,20
3/23/20,1525.4,1,2020,3,23
3/24/20,1605.75,2,2020,3,24
3/25/20,1605.45,3,2020,3,25
3/26/20,1634.8,4,2020,3,26
3/27/20,1617.3,5,2020,3,27
3/30/20,1618.3,1,2020,3,30
3/31/20,1608.95,2,2020,3,31
4/1/20,1576.55,3,2020,4,1
4/2/20,1616.8,4,2020,4,2
4/3/20,1613.1,5,2020,4,3
4/6/20,1648.3,1,2020,4,6
4/7/20,1649.25,2,2020,4,7
4/8/20,1647.8,3,2020,4,8
4/9/20,1680.65,4,2020,4,9
4/14/20,1741.9,2,2020,4,14
4/15/20,1718.65,3,2020,4,15
4/16/20,1729.5,4,2020,4,16
4/17/20,1692.55,5,2020,4,17
4/20/20,1686.2,1,2020,4,20
4/21/20,1682.05,2,2020,4,21
4/22/20,1710.55,3,2020,4,22
4/23/20,1736.25,4,2020,4,23
4/24/20,1715.9,5,2020,4,24
4/27/20,1714.95,1,2020,4,27
4/28/20,1691.55,2,2020,4,28
4/29/20,1703.35,3,2020,4,29
4/30/20,1702.75,4,2020,4,30
5/1/20,1686.25,5,2020,5,1
5/4/20,1709.1,1,2020,5,4
5/5/20,1699.55,2,2020,5,5
5/6/20,1691.5,3,2020,5,6
5/7/20,1704.05,4,2020,5,7
5/11/20,1702.75,1,2020,5,11
5/12/20,1702.4,2,2020,5,12
5/13/20,1708.4,3,2020,5,13
5/14/20,1731.6,4,2020,5,14
5/15/20,1735.35,5,2020,5,15
5/18/20,1734.7,1,2020,5,18
5/19/20,1737.95,2,2020,5,19
5/20/20,1748.3,3,2020,5,20
5/21/20,1724.9,4,2020,5,21
5/22/20,1733.55,5,2020,5,22
5/26/20,1720.25,2,2020,5,26
5/27/20,1694.6,3,2020,5,27
5/28/20,1717.35,4,2020,5,28
5/29/20,1728.7,5,2020,5,29
6/1/20,1730.6,1,2020,6,1
6/2/20,1742.15,2,2020,6,2
6/3/20,1705.35,3,2020,6,3
6/4/20,1700.05,4,2020,6,4
6/5/20,1683.45,5,2020,6,5
6/8/20,1690.35,1,2020,6,8
6/9/20,1713.5,2,2020,6,9
6/10/20,1722.05,3,2020,6,10
6/11/20,1738.25,4,2020,6,11
6/12/20,1733.5,5,2020,6,12
6/15/20,1710.45,1,2020,6,15
6/16/20,1719.85,2,2020,6,16
6/17/20,1724.35,3,2020,6,17
6/18/20,1719.5,4,2020,6,18
6/19/20,1734.75,5,2020,6,19
6/22/20,1761.85,1,2020,6,22
6/23/20,1768.9,2,2020,6,23
6/24/20,1766.05,3,2020,6,24
6/25/20,1756.55,4,2020,6,25
6/26/20,1747.6,5,2020,6,26
6/29/20,1771.6,1,2020,6,29
6/30/20,1768.1,2,2020,6,30
7/1/20,1771.05,3,2020,7,1
7/2/20,1777.45,4,2020,7,2
7/3/20,1772.9,5,2020,7,3
7/6/20,1787.9,1,2020,7,6
7/7/20,1789.55,2,2020,7,7
7/8/20,1811.1,3,2020,7,8
7/9/20,1812.1,4,2020,7,9
7/10/20,1803.1,5,2020,7,10
7/13/20,1807.5,1,2020,7,13
7/14/20,1801.9,2,2020,7,14
7/15/20,1804.6,3,2020,7,15
7/16/20,1807.7,4,2020,7,16
7/17/20,1807.35,5,2020,7,17
7/20/20,1815.65,1,2020,7,20
7/21/20,1842.55,2,2020,7,21
7/22/20,1852.4,3,2020,7,22
7/23/20,1878.3,4,2020,7,23
7/24/20,1902.1,5,2020,7,24
7/27/20,1936.65,1,2020,7,27
7/28/20,1940.9,2,2020,7,28
7/29/20,1950.9,3,2020,7,29
7/30/20,1957.65,4,2020,7,30
7/31/20,1964.9,5,2020,7,31
8/3/20,1958.55,1,2020,8,3
8/4/20,1977.9,2,2020,8,4
8/5/20,2048.15,3,2020,8,5
8/6/20,2067.15,4,2020,8,6
8/7/20,2031.15,5,2020,8,7
8/10/20,2044.5,1,2020,8,10
8/11/20,1939.65,2,2020,8,11
8/12/20,1931.9,3,2020,8,12
8/13/20,1944.25,4,2020,8,13
8/14/20,1944.75,5,2020,8,14
8/17/20,1972.85,1,2020,8,17
8/18/20,2008.75,2,2020,8,18
8/19/20,1981.0,3,2020,8,19
8/20/20,1927.15,4,2020,8,20
8/21/20,1924.35,5,2020,8,21
8/24/20,1943.95,1,2020,8,24
8/25/20,1911.15,2,2020,8,25
8/26/20,1932.95,3,2020,8,26
8/27/20,1923.85,4,2020,8,27
8/28/20,1957.35,5,2020,8,28
9/1/20,1972.35,2,2020,9,1
9/2/20,1947.05,3,2020,9,2
9/3/20,1940.45,4,2020,9,3
9/4/20,1926.3,5,2020,9,4
9/7/20,1928.45,1,2020,9,7
9/8/20,1910.95,2,2020,9,8
9/9/20,1947.2,3,2020,9,9
9/10/20,1966.25,4,2020,9,10
9/11/20,1947.4,5,2020,9,11
9/14/20,1958.7,1,2020,9,14
9/15/20,1949.35,2,2020,9,15
9/16/20,1961.8,3,2020,9,16
9/17/20,1936.25,4,2020,9,17
9/18/20,1950.85,5,2020,9,18
9/21/20,1909.35,1,2020,9,21
9/22/20,1906.0,2,2020,9,22
9/23/20,1873.4,3,2020,9,23
9/24/20,1861.75,4,2020,9,24
9/25/20,1859.7,5,2020,9,25
9/28/20,1864.3,1,2020,9,28
9/29/20,1883.95,2,2020,9,29
9/30/20,1886.9,3,2020,9,30
10/1/20,1902.0,4,2020,10,1
10/2/20,1903.05,5,2020,10,2
10/5/20,1909.6,1,2020,10,5
10/6/20,1913.4,2,2020,10,6
10/7/20,1884.5,3,2020,10,7
10/8/20,1887.45,4,2020,10,8
10/9/20,1923.25,5,2020,10,9
10/12/20,1925.5,1,2020,10,12
10/13/20,1891.3,2,2020,10,13
10/14/20,1910.05,3,2020,10,14
10/15/20,1891.9,4,2020,10,15
10/16/20,1905.05,5,2020,10,16
10/19/20,1905.6,1,2020,10,19
10/20/20,1898.4,2,2020,10,20
10/21/20,1924.15,3,2020,10,21
10/22/20,1900.95,4,2020,10,22
10/23/20,1903.65,5,2020,10,23
10/26/20,1898.45,1,2020,10,26
10/27/20,1905.7,2,2020,10,27
10/28/20,1869.95,3,2020,10,28
10/29/20,1870.3,4,2020,10,29
10/30/20,1881.85,5,2020,10,30
11/2/20,1889.9,1,2020,11,2
11/3/20,1908.3,2,2020,11,3
11/4/20,1900.15,3,2020,11,4
11/5/20,1938.45,4,2020,11,5
11/6/20,1940.8,5,2020,11,6
11/9/20,1867.3,1,2020,11,9
11/10/20,1878.7,2,2020,11,10
11/11/20,1860.95,3,2020,11,11
11/12/20,1874.85,4,2020,11,12
11/13/20,1890.9,5,2020,11,13
11/16/20,1885.6,1,2020,11,16
11/17/20,1889.05,2,2020,11,17
11/18/20,1876.1,3,2020,11,18
11/19/20,1857.35,4,2020,11,19
11/20/20,1875.7,5,2020,11,20
11/23/20,1840.2,1,2020,11,23
11/24/20,1799.6,2,2020,11,24
11/25/20,1810.2,3,2020,11,25
11/26/20,1807.4,4,2020,11,26
11/27/20,1779.3,5,2020,11,27
11/30/20,1762.55,1,2020,11,30
12/1/20,1810.75,2,2020,12,1
12/2/20,1822.6,3,2020,12,2
12/3/20,1832.35,4,2020,12,3
12/4/20,1843.0,5,2020,12,4
12/7/20,1859.95,1,2020,12,7
12/8/20,1868.15,2,2020,12,8
12/9/20,1841.75,3,2020,12,9
12/10/20,1844.35,4,2020,12,10
12/11/20,1842.0,5,2020,12,11
12/14/20,1831.15,1,2020,12,14
12/15/20,1850.65,2,2020,12,15
12/16/20,1851.95,3,2020,12,16
12/17/20,1890.75,4,2020,12,17
12/18/20,1879.75,5,2020,12,18
12/21/20,1880.0,1,2020,12,21
12/22/20,1877.1,2,2020,12,22
12/23/20,1875.0,3,2020,12,23
12/24/20,,4,2020,12,24
12/29/20,1874.3,2,2020,12,29
12/30/20,1887.6,3,2020,12,30
12/31/20,,4,2020,12,31
1/4/21,1943.2,1,2021,1,4
1/5/21,1940.35,2,2021,1,5
1/6/21,1931.95,3,2021,1,6
1/7/21,1920.1,4,2021,1,7
1/8/21,1862.9,5,2021,1,8
1/11/21,1847.25,1,2021,1,11
1/12/21,1841.25,2,2021,1,12
1/13/21,1858.85,3,2021,1,13
1/14/21,1841.75,4,2021,1,14
1/15/21,1839.0,5,2021,1,15
1/18/21,1833.05,1,2021,1,18
1/19/21,1834.7,2,2021,1,19
1/20/21,1856.6,3,2021,1,20
1/21/21,1862.1,4,2021,1,21
1/22/21,1852.7,5,2021,1,22
1/25/21,1856.85,1,2021,1,25
1/26/21,1856.6,2,2021,1,26
1/27/21,1843.0,3,2021,1,27
1/28/21,1853.7,4,2021,1,28
1/29/21,1863.8,5,2021,1,29
2/1/21,1862.95,1,2021,2,1
2/2/21,1833.1,2,2021,2,2
2/3/21,1835.45,3,2021,2,3
2/4/21,1785.9,4,2021,2,4
2/5/21,1802.95,5,2021,2,5
2/8/21,1835.25,1,2021,2,8
2/9/21,1839.6,2,2021,2,9
2/10/21,1842.65,3,2021,2,10
2/11/21,1840.1,4,2021,2,11
2/12/21,1816.35,5,2021,2,12
2/15/21,1817.3,1,2021,2,15
2/16/21,1794.25,2,2021,2,16
2/17/21,1780.7,3,2021,2,17
2/18/21,1773.15,4,2021,2,18
2/19/21,1786.2,5,2021,2,19
2/22/21,1807.45,1,2021,2,22
2/23/21,1799.65,2,2021,2,23
2/24/21,1788.0,3,2021,2,24
2/25/21,1779.65,4,2021,2,25
2/26/21,1742.85,5,2021,2,26
3/1/21,1734.15,1,2021,3,1
3/2/21,1723.85,2,2021,3,2
3/3/21,1711.4,3,2021,3,3
3/4/21,1712.1,4,2021,3,4
3/5/21,1696.25,5,2021,3,5
3/8/21,1687.05,1,2021,3,8
3/9/21,1716.9,2,2021,3,9
3/10/21,1716.2,3,2021,3,10
3/11/21,1724.25,4,2021,3,11
3/12/21,1704.8,5,2021,3,12
3/15/21,1723.65,1,2021,3,15
3/16/21,1735.0,2,2021,3,16
3/17/21,1729.65,3,2021,3,17
3/18/21,1725.9,4,2021,3,18
3/19/21,1735.2,5,2021,3,19
3/22/21,1736.15,1,2021,3,22
3/23/21,1726.2,2,2021,3,23
3/24/21,1730.5,3,2021,3,24
3/25/21,1737.3,4,2021,3,25
3/26/21,1731.8,5,2021,3,26
3/29/21,1705.95,1,2021,3,29
3/30/21,1683.95,2,2021,3,30
3/31/21,1691.05,3,2021,3,31
4/1/21,1726.05,4,2021,4,1
4/6/21,1744.65,2,2021,4,6
4/7/21,1738.05,3,2021,4,7
4/8/21,1755.5,4,2021,4,8
4/9/21,1741.2,5,2021,4,9
4/12/21,1732.85,1,2021,4,12
4/13/21,1747.95,2,2021,4,13
4/14/21,1735.55,3,2021,4,14
4/15/21,1757.2,4,2021,4,15
4/16/21,1774.45,5,2021,4,16
4/19/21,1774.5,1,2021,4,19
4/20/21,1777.85,2,2021,4,20
4/21/21,1798.2,3,2021,4,21
4/22/21,1787.75,4,2021,4,22
4/23/21,1781.8,5,2021,4,23
4/26/21,1773.35,1,2021,4,26
4/27/21,1784.15,2,2021,4,27
4/28/21,1772.2,3,2021,4,28
4/29/21,1762.65,4,2021,4,29
4/30/21,1767.65,5,2021,4,30
5/4/21,1797.75,2,2021,5,4
5/5/21,1782.25,3,2021,5,5
5/6/21,1813.15,4,2021,5,6
5/7/21,1836.55,5,2021,5,7
5/10/21,1840.45,1,2021,5,10
5/11/21,1829.1,2,2021,5,11
5/12/21,1830.7,3,2021,5,12
5/13/21,1821.8,4,2021,5,13
5/14/21,1838.1,5,2021,5,14
5/17/21,1853.7,1,2021,5,17
5/18/21,1866.75,2,2021,5,18
5/19/21,1888.45,3,2021,5,19
5/20/21,1878.3,4,2021,5,20
5/21/21,1875.9,5,2021,5,21
5/24/21,1880.15,1,2021,5,24
5/25/21,1887.0,2,2021,5,25
5/26/21,1899.75,3,2021,5,26
5/27/21,1891.45,4,2021,5,27
5/28/21,1899.95,5,2021,5,28
6/1/21,1899.35,2,2021,6,1
6/2/21,1902.75,3,2021,6,2
6/3/21,1866.55,4,2021,6,3
6/4/21,1890.6,5,2021,6,4
6/7/21,1888.4,1,2021,6,7
6/8/21,1893.15,2,2021,6,8
6/9/21,1894.6,3,2021,6,9
6/10/21,1888.65,4,2021,6,10
6/11/21,1881.05,5,2021,6,11
6/14/21,1865.6,1,2021,6,14
6/15/21,1865.1,2,2021,6,15
6/16/21,1860.75,3,2021,6,16
6/17/21,1778.7,4,2021,6,17
6/18/21,1773.1,5,2021,6,18
6/21/21,1775.05,1,2021,6,21
6/22/21,1775.05,2,2021,6,22
6/23/21,1791.6,3,2021,6,23
6/24/21,1784.85,4,2021,6,24
6/25/21,1786.65,5,2021,6,25
6/28/21,1780.3,1,2021,6,28
6/29/21,1755.45,2,2021,6,29
6/30/21,1763.15,3,2021,6,30
7/1/21,1781.5,4,2021,7,1
7/2/21,1786.15,5,2021,7,2
7/5/21,1791.35,1,2021,7,5
7/6/21,1809.85,2,2021,7,6
7/7/21,1804.65,3,2021,7,7
7/8/21,1807.7,4,2021,7,8
7/9/21,1806.0,5,2021,7,9
7/12/21,1792.4,1,2021,7,12
7/13/21,1813.85,2,2021,7,13
7/14/21,1823.2,3,2021,7,14
7/15/21,1823.75,4,2021,7,15
7/16/21,1824.3,5,2021,7,16
7/19/21,1814.9,1,2021,7,19
7/20/21,1823.05,2,2021,7,20
7/21/21,1802.15,3,2021,7,21
7/22/21,1799.45,4,2021,7,22
7/23/21,1799.6,5,2021,7,23
7/26/21,1800.2,1,2021,7,26
7/27/21,1800.35,2,2021,7,27
7/28/21,1796.6,3,2021,7,28
7/29/21,1829.3,4,2021,7,29
7/30/21,1825.75,5,2021,7,30
8/2/21,1811.45,1,2021,8,2
8/3/21,1812.65,2,2021,8,3
8/4/21,1829.1,3,2021,8,4
8/5/21,1800.75,4,2021,8,5
8/6/21,1762.9,5,2021,8,6
8/9/21,1738.85,1,2021,8,9
8/10/21,1723.35,2,2021,8,10
8/11/21,1743.6,3,2021,8,11
8/12/21,1747.4,4,2021,8,12
8/13/21,1773.85,5,2021,8,13
8/16/21,1786.35,1,2021,8,16
8/17/21,1789.45,2,2021,8,17
8/18/21,1783.45,3,2021,8,18
8/19/21,1782.05,4,2021,8,19
8/20/21,1779.05,5,2021,8,20
8/23/21,1802.0,1,2021,8,23
8/24/21,1808.45,2,2021,8,24
8/25/21,1788.7,3,2021,8,25
8/26/21,1786.6,4,2021,8,26
8/27/21,1798.5,5,2021,8,27
8/31/21,1814.85,2,2021,8,31
9/1/21,1811.8,3,2021,9,1
9/2/21,1812.55,4,2021,9,2
9/3/21,1823.7,5,2021,9,3
9/6/21,1821.6,1,2021,9,6
9/7/21,1802.15,2,2021,9,7
9/8/21,1786.0,3,2021,9,8
9/9/21,1788.25,4,2021,9,9
9/10/21,1794.6,5,2021,9,10
